Tweet,Sentiment
"@GiovaQuez Per la precisione: ""The top U.S. general on Wednesday said Ukraine's chances of ANY NEAR-TERM, outright… https://t.co/M6be15OL8L",Negative
You seem more than ready to move on from the death and destruction Russia have caused as they've massacred and rape… https://t.co/NSnnXVmbof,Negative
"RT @shashj: ""Britain is to ramp up production of artillery shells in a bid to replenish stockpiles, after donating thousands of munitions t…",Negative
@DPJHodges @LukhmanM Christ you’re out of touch. People in my profession haven’t had a pay rise since long before C… https://t.co/Q8awKAtxgw,Positive
RT @USAmbUN: Was honored to meet His Eminence Cardinal Parolin. I thanked Cardinal Parolin for the Holy See’s leadership in recognizing Ukr…,Negative
RT @SaycheeseDGTL: President Biden asks Congress for an additional $37 billion in new emergency aid to Ukraine and $9 billion for COVID-19.…,Negative
RT @PhilipAuthier: Canadian manufacturer of electrical towers offers to help Ukraine restore power https://t.co/RKzMKKzbzi via @CityNewsKIT,Negative
"How lies destroy armies - Lies, coverups, and Russian failures in Ukraine https://t.co/vTaWkgSGNa",Positive
"RT @Julestoyou2020: @FINALLEVEL You’re worried about taxes with everything that’s going on with Money laundering through Ukraine?  Dude, yo…",Negative
"RT @PeterRHann1: When I said today FTX was a Dem killer, the speculation noted in this article is what I was talking about.

This will get…",Negative
The democratic party drew us into price hikes and russia into Ukraine just to gain a few seats in our midterm elect… https://t.co/laTZaXUI1Y,Positive
RT @wolsned: Zelenskiy said he had 'no doubt' that the missile that struck Poland and killed two people was not Ukrainian. He added that Uk…,Positive
"@nexta_tv from the comfort of our chair. Zelenskyy is right when he says that this war, if not stopped, will be eve… https://t.co/cyQF0uZsN4",Negative
"RT @Malcolm_fleX48: This reads like a veiled threat from Ukraine...

Oh my, who would have thought a government which operates like a mafia…",Negative
RT @R_Wall: A verdict in the trial of four men over the shooting down of a passenger jet over eastern Ukraine in 2014 is set to be a test c…,Positive
RT @business: The White House said it hadn’t seen any evidence so far to contradict Poland's preliminary assessment that an errant Ukrainia…,Negative
@Olliekay4 @KristieDowns10 @JackPosobiec Just stop. How ridiculous. So hung up on Russia because the Dems said so.… https://t.co/OArVO9BM4S,Positive
"@nyccookies @DonaldJTrumpJr Because Ukraine is adamant to make a choice, and it seems to be that some people are be… https://t.co/zgJ1gpUuYQ",Negative
"@samanthamarika1 Thinking of some other way to boost his bank account, and deciding how much to send back to the de… https://t.co/7z7ueRSUic",Negative
"@TBates314 @bennyjohnson @TwitterSupport you derp.
here's a direct quote from article
'Rocket that landed in Poland… https://t.co/TMV2VAZaHR",Negative
RT @USAmbUN: Good to meet with President of Kosovo @VjosaOsmaniPRKS today in New York. I thanked her for Kosovo’s leadership on Summit for…,Negative
"RT @PamKeithFL: Dear @HouseDemocrats and @SenateDems 

Ukraine needs you to pass the MOTHER LOAD of military and economic aid now. 

Pro-Ru…",Negative
Ukraine is desperately attempting to pull the US and it’s Allie’s directly into this war. Many obvious reasons incl… https://t.co/FJdiVnZwUb,Negative
"@ngc_alex @ZelenskyyUa Did you feel the same way when Ukraine was bombing its own Donbass region?

No love for them, huh?",Negative
"@JackPosobiec @BillDargel Missiles in Poland = Ukraine is using it as a distraction bc of FTX, Dems and them all in bed together",Negative
"Go Fuck сябе, Пуцін!
(Belarusian)

#PutinWarCrimes #FuckPutin #RussiaWarCrimes #Ukraine",Positive
"@SquidDiddly1989 And Ukraine appearing to have no idea who fired it, or where it was fired from.

Gonna be real cra… https://t.co/pbVm51SU9D",Negative
@RepMTG STOP Zelensky n Ukrainian bullshit!!!They are responsible for attack on Poland! As my grandmother said neve… https://t.co/tX9mXecDfG,Negative
RT @SamRamani2: BREAKING: U.S. President Joe Biden reportedly requests an additional $37.7 billion to support Ukraine,Negative
"@Supupyabeer 😭
There was good reason for Putin to go into #Ukraine 
Even some of the Ukranian people are telling us… https://t.co/ZZvPKmcFjg",Negative
"RT @200_zoka: Ironically Ukraine caused more damage to NATO than Russia. Romanian MiG 21 ,now killed Polish citizens",Negative
"@unagislammah @Denjormund @_MrPatat_ @fischerville @TerribleMaps cheap, clean electricity that people still give a… https://t.co/Svn4AYRsAJ",Negative
"Never mind the @StateDept &amp; @CIA-engineered 2014 Maidan coup, the fortune in US tax dollars spent on arming &amp; train… https://t.co/Bav7scS6ro",Positive
"RT @J_JHelin: These sorts of statements worry me. As I've said previously if it is an S300 it's likely Ukrainian.

If that ends up being tr…",Positive
"RT @Gerashchenko_en: The best way to shoot cruise missiles down is with aviation. 

Earlier Poland suggested giving Ukraine MiG-29 planes.…",Negative
"@DefenceHQ -13-
 IT IS ABOUT THE ERADICATION OF THE UKRAINIAN NATION AS A RESULT OF THE RUSSIAN ATTACKS ON THE ENTI… https://t.co/O9BkEBEyur",Negative
RT @AjTruthMaestro: @SkyNews Russia did not start this war. Ukraine started this war because they tried to genocide the Russian people in E…,Negative
RT @ukrainiansquad: Leader of democracy in Ukraine 🇺🇦 with Defenders of Democracy❤️ https://t.co/ZNE5TSQRXQ,Negative
The ONLY way to save the planet is to get rid of every Neocon and politician supporting this ruthless liar and remo… https://t.co/5oeSAyAwfn,Positive
@Tuvaspappa @Lo_l_a_ @SoykafNStims @copywriterLDN @ben42971158 @ArtyomLukin Because if you haven't noticed the enti… https://t.co/Or9s695JuX,Negative
RT @jabuttee: 🧵 @KatrinaNation has been writing a @washingtonpost opinion piece on Ukraine once a month. The people she quotes and referenc…,Negative
RT @mtracey: It's odd that everyone is constantly being ordered to valorize these Ukraine government officials -- and give them endless sup…,Positive
@themcginn @With__Ukraine @UN Like on The Chase when they panic?,Negative
@Michael02842747 @Number10cat Ukraine had been getting a lot of the latest air defensive missile systems from the U… https://t.co/Mk0U0PWWxj,Negative
"RT @wardcarroll: Here's @Justin_Br0nk's (damn good) logic for continued U.S. military support for Ukraine.
See the entire conversation here…",Negative
"RT @lspink01: As Russia continues to launch missiles relentlessly on #Ukraine, a sobering statistic from @AOAV: 98% of casualties from Russ…",Negative
RT @msrachelpres: $60 BILLION...to Ukraine...Invested in FTX...FTX files for bankruptcy. IT'S NOT ABOUT A WAR PEOPLE!!!,Negative
@ianbremmer @AlexanderV878 @DavidSacks Can you find a tweet from @DavidSacks or @elonmusk that ever says that Ukrai… https://t.co/47lrtTgpgl,Negative
"@Dynodonkey1 Listen DildoDonkey, Joe Biden through his weak leadership allowed Putin to invade Ukraine. History tea… https://t.co/K6KEsGwaws",Positive
"RT @SamRamani2: Belarus shoots down a Ukrainian quadrocopter drone that allegedly crossed its borders 

Russian Telegram channels warn Ukra…",Positive
RT @markito0171: Liberation of 🇺🇦✌️#Kherson city 11.11.2022 #Ukraine https://t.co/PVUaKQnJjS,Negative
"RT @DefMon3: Update 🧵November 16th

This presentation is brought to you the walking garment bag. 

Check my bio for further information. 
V…",Negative
Similarly the population wasn't prepared for this conflict on an ideological basis and it's still not able to fatho… https://t.co/ezIQXRgbvh,Positive
"RT @Bird5Ca: Pentagon acknowledges Trudeau sending $15M worth of winter gear to Ukraine.
With both Freeland &amp; Tiff warning of tough times a…",Positive
RT @AlexRaptor94: A previously captured Russian BMP-2 with interesting all-round turret protection. It looks like we haven't seen it before…,Negative
@RpsAgainstTrump @benshapiro Is it because Zelensky tried to start WWIII by blaming the Poland missile strike on Ru… https://t.co/5rBjrecWfZ,Negative
"RT @Tendar: Germany increases arms package for Ukraine:

- Ammunition for MARS2
- 8 Oshkosh M1070 heavy trucks
- 39 border patrol vehicles…",Positive
RT @hotgayscientist: Being anti-war now what with the whole Ukraine fiasco feels a lot like it was to be anti-war in 2003 with regards to I…,Negative
"@WarMonitor3 Bad weather is a fallacy, all that exists is incorrect clothing.

All that lovely warm kit Ukraine is… https://t.co/6Ts2G8dwgC",Negative
🇵🇹 War in Ukraine: US suggests that missile that struck Poland was fired by Ukraine at Russian projectile… https://t.co/hKQY9QelwL,Negative
@Bob_not_bot @__cski @JacobMiloch @KryptoCermit @JackPosobiec They aren't at all. Their pulling back to allow Ukrai… https://t.co/M70XAzwiav,Negative
"@FIFAWorldCup @cpulisic_10 @TeamMelliIran Islamic republic is abducting women, who are banned from stadiums, raping… https://t.co/qApAOyKLz7",Negative
"@Nigel_Farage bruh, you said putin wouldn't attack ukraine. you should stay out of this.",Negative
#Why We are #Supporting #Ukraine #Fundraising #Liviv #Childrens #Hospital #StEdmundsRoch ⁦@RochValleyRadio⁩ ⁦… https://t.co/R2RRufwRtb,Negative
EU launches military training assistance mission for Ukraine soldiers https://t.co/gL9JOF9AaR via @YouTube,Positive
"@Number10cat Biden defending Russia saying long way from Poland, but then he thought Ukraine was in Iran,why has th… https://t.co/c0FhuthOJH",Positive
@UAPTheory Michael Salla and many others do shows/interviews where they have mentioned that the Ukraine war is in p… https://t.co/9piNp64WMg,Negative
"@charliearchy you could also go by October's vote — ""By population, a majority of the Global South and governments… https://t.co/KBK5KPTnLg",Negative
"‼️🇺🇦 “If we survive this winter – and we will survive it – we will definitely win this war. 

Believe me, energy st… https://t.co/FoI0ydxVOr",Negative
@sooo_nance Because he successively laundered money through Ukraine back to the DNC. They won’t do a thing.,Negative
RT @ProenglishT: On 15th of Nov #russia launched massive missile attack with more that 90 missiles on #Ukraine. Two residential buildings w…,Negative
"RT @KyivIndependent: We’ve been working hard to bring you on-the-ground reporting of Russia's war against Ukraine.

We’ve set a goal of rea…",Positive
"RT @Vastuullisuus: 'Collaboration needed to save world': Ukraine war tops agenda at G20 summit
https://t.co/kxZC1goLur
#Ukraine #War #G20 #…",Negative
@Nillabeanshawni @SaycheeseDGTL There’s lots of corruption in Ukraine,Negative
"RT @DawitDigital: 5/25
The Tigray war has also largely been ignored as international attention has been  fixed on Russia’s invasion of Ukra…",Negative
"@IVynogradna @ChristopherJM They can want whatever they want, it's not their investigation. It was on Poland's soil… https://t.co/nubgp6cSfC",Negative
@ZeldasNotMyName @valkov_peter @NATO @jensstoltenberg Who said anything about calling it a day? NATO said that they… https://t.co/tRoAf71IX0,Negative
9 Iranian drones and 12 #Russian rockets were shot down over #Mykolayiv region during 24 hours.,Positive
"Nato concludes missile that hit Polish farm was fired by Ukraine, not Russia

https://t.co/xcLhILYVQA",Negative
It would be a colossal mistake for Congressional leaders to use this lame-duck session to fast-track yet another ma… https://t.co/uXQds0w5Lu,Negative
RT @ReemAmirIbrahim: Calvin Robinson has blocked me because I criticised his view on Ukraine. Who’s the snowflake now? 😂 https://t.co/oMiS7…,Negative
"RT @USAmbUN: We are putting forward a Security Council resolution to:

– condemn Russia's sham ""referenda""
– call on Member States not to r…",Positive
@IsThisWhoYouAre @MattWallace888 @elonmusk I’m not surprised to see the hate for Elon coming from one of you idiots… https://t.co/KiG85meqNE,Positive
@AnitaAnandMP @CDS_Canada_CEMD @DMDND_SMMDN Great? More tax payers dollars being laundered in the Ukraine while 1 i… https://t.co/gqJg67v32u,Negative
@citizens_sanity Meanwhile @POTUS Biden is requesting congress $33 Billion dollars for #Ukraine even though the… https://t.co/nudGYc94q9,Negative
"RT @USAmbUN: Let's be clear: the outcomes of Putin's sham ""referenda"" were pre-determined in Moscow.

The United States will never recogniz…",Positive
Can the risk of spillover from the Ukraine war be contained? https://t.co/BdB3IP5wgq,Negative
@sysmith8562 @ki1ngk1 @rsmith1x1 @madison2871 @nytimes Yep.  The sooner Ukraine is defeated the better.  Its the on… https://t.co/mTMSkMvvFY,Negative
"RT @Trudeaus_Ego: According to #Article5, an attack on any NATO country is considered an attack on all NATO countries, including the USA.…",Negative
"@smokentoken4750 @ichimikichiki @jesseprimetime Kick backs. 
A 'democrat' specialty. 
Remember Hunter and energy co… https://t.co/YcsEryaBvM",Negative
@RonPaulInstitut Ofcourse Ukraine want escalate this war into the world war,Negative
@vonderleyen Time to say sorry for blaming Russia? Blame it in the Ukraine…,Positive
@M1zxryT @CLG128798 @JackPosobiec That was no accident. It was intended to draw the UN into it. Ukraine should be a… https://t.co/3zyQao8zI2,Negative
"RT @Naturewatch_org: Our Campaign Managers, Mark, Kate and Natalie, are dedicated to ending the suffering of animals.

Their work includes:…",Negative
"@realashhy and thirdly Zelensky is not a fraud, Ukraine is liberating its occupied territories, where did you see Z… https://t.co/CMXLuLjOvg",Negative
RT @TheProgressives: Yesterday's rocket explosion at the Polish border would not have happened if Russia had not waged war against Ukraine!…,Negative
"@ggreenwald To quote a valuable voice:
«Russian Warship, go fuck yourself!»

The US government supports the fight a… https://t.co/pAW0FLpHbQ",Positive
"RT @DawsonSField: @HCashny @UKNeil4 @meangeneone1 The Swamp was running that years of diplomacy.

The oligarchs had to work on both sides o…",Negative
@ElPolacodespl @Tancred1098 @butts_4_jesus @CDarwin3270 @ChristopherJM Is Ukraine the only operator of 5v55? Is the… https://t.co/YTsKq1KdX3,Negative
"RT @ukraine_world: ⚡️ Ukraine has offered Western partners ""a public format"" for negotiations with Putin.

“I have received signals that Pu…",Negative
Judicial Watch: Defense Department Records Reveal U.S. Funding of Anthrax Laboratory Activities in Ukraine https://t.co/yXKHmSB7gB,Negative
"@_siaubas_ @lolatRUbots @PhillipsPOBrien Well said, China will not have a very large logistics to spread out, it is… https://t.co/MWWzwgPVkI",Negative
@JaiswalVarrnit @ivan_8848 Romani people. Ukraine Azov Nazi's hate them.,Positive
"RT @ajit4g1: @Gerashchenko_en Air defense works!💙💛 
S-300 of the Air Force of the Armed Forces of Ukraine shoots down an enemy cruise missi…",Positive
@evertonw @SkyNews Ukraine shot and killed those 2 farmers,Positive
"Stay safe Heroes 🙏 ❤ 
#Ukraine #UkrainianArmy https://t.co/iiXkpT62qQ",Negative
@JDBakewell How about..too generous furlough pay outs ..which everyone seems to think was a gift and a war in the Ukraine.,Negative
@libertyhawkeye @SteveDeaceShow Watch as Mitch and his Praetorian Guard approve another 50 billion “for Ukraine”.,Negative
@Tendar @RussianEmbassy all you and the other Ukraine accounts do is whine lol 🤡,Negative
RT @oww72: @BaddCompani The new in charge house rethuglicans have announced that they will not agree to any more funding for Ukraine. They…,Negative
@RepMTG Pres Trump announces he’s running for POTUS in ‘24 and MT(not Greene) is spending her day playing up conspi… https://t.co/ME5Xn5zpqh,Negative
"RT @kylenabecker: Ukraine-FTX-Biden is the huge scandal the mainstream media constantly lied about under Trump.

It has everything you'd ne…",Negative
"RT @mrbenwexler: Joe Biden beat Trump, got vaccines into tens of millions of arms, helped Ukraine beat back Putin, invested billions in gre…",Negative
"@pajoephilly Just my personal view, but I think Ukraine keeps trying to draw other countries into their war rather than have peace",Positive
"RT @Cirincione: After the liberation of Kherson, you might think we'd get  apologies from those trying to force a ceasefire on Ukraine sinc…",Negative
RT @DmytroKuleba: Ukraine reaffirms its full solidarity with Poland and stands ready to provide any necessary support. Collective response…,Negative
@WhiteHouse Lets see you put money into Ukraine using taxpayer money that Ukraine put into FTX which stole it back… https://t.co/yXFezSSMCc,Negative
Poland is not calling for any retaliation on Ukraine for the air defense missile that landed in Poland. This bozo m… https://t.co/BmcSovQYqJ,Negative
@ASavageNation No coz Ukraine or me dun even know what u ppl define as a missile?,Negative
@EssexPR Adam. You have no idea what you are talking about. Canadian expat who lived in Ukraine for over 20 years.… https://t.co/gpDCEdovKg,Negative
@AVindman Theres nothing to negotiate. Ukraine has made it clear. Theres 1 thing Russia has to do to end the war. L… https://t.co/fu8tGBayXl,Negative
"@LT_Greenwald @Carichampionsoc @Morning_Joe @JohnFetterman Get over to Ukraine, Rambo. They need experienced operat… https://t.co/fe9VLC1FZd",Negative
@royalbedwarmer @Zomolek22S @WithAndriy @nexta_tv And they are adamant it's not their missile(s). They are already… https://t.co/UuP8MrpmdX,Negative
"@Hopium_OfMasses Lmao , fact it was a Russian missile . Ukraine has no Russian missile has no platforms to launch a… https://t.co/iWlywbERTU",Negative
@GuyTrumpy @Xan1097 @burgessev A phony russia hoax and a phony ukraine bs phone call are not reasons to remove a president.,Negative
"RT @Hromadske: NATO will continue to assist in the creation of a multilevel air defense system in Ukraine, NATO Secretary General Jens Stol…",Negative
"RT @AndrewSparrow: It's now 'undeniable' that Brexit holding back UK trade, Bank of England expert tells MPs - https://t.co/nNAqoBRYnG",Negative
"@itsEritrea I mean, when Russia is bombing your city that literally borders Poland there's a decent chance this can… https://t.co/JhN5CDgecX",Positive
"At the #UNSC meeting, the UK Rep gives her condolences to #Poland...

Yeah, it sure sucks with #Ukraine shoots a mi… https://t.co/FUkN6KAR4O",Negative
@RussianEmbassy @Telegraph @mfa_russia @rusemb_pl @BBCWorld @REESOxford @guardian @SkyNews @standardnews… https://t.co/3ZXf9fG9n6,Negative
RT @nexta_tv: ❗️Now it's official: the #CzechRepublic has recognized the regime in #Russia as terrorist at the state level. This decision w…,Negative
RT @DmytroKuleba: Ukraine is willing to further contribute to collective Euro-Atlantic security and protect the eastern flank of NATO — eve…,Negative
"@adv_chandnishah You need to understand the chronology.

Imagine with this fake narrative they could have started W… https://t.co/6ljqHg2hLg",Positive
"@RealCandaceO Alternatively, if people find researching the history difficult, they're more than welcome to my thre… https://t.co/EPztk6OJM1",Negative
"RT @Dylan_Housman: Rep. Adam Smith: Ukraine was right to blame Russia for missile hitting Poland, because it ""damn sure"" wouldn't have happ…",Negative
"@AdamKinzinger You're the con, brother.  Go vote for more money to be sent to Ukraine when it should go to U.S. Vet… https://t.co/5HpgFCtjbT",Negative
"@charliearchy you could also go by October's vote — ""By population, a majority of the Global South and governments… https://t.co/kKf0mWBiPO",Negative
@Harryslaststand Nobody ever mentions we won't see economic improvement on the ground until the War in Ukraine is o… https://t.co/HSJcw6cy28,Negative
@warrensletton @FelixZeFabCat @DeptofDefense @SecDef @thejointstaff @USArmy Nobody knows what Trump would have done… https://t.co/ocruLnmv41,Negative
"@Arkady001 @JanStarkeOk @Flash_news_ua I think a lot of us desperately WANTED them to be Russian cruise missiles,… https://t.co/UF2v20AbIr",Positive
@JrodGorge @MarkHertling @CNN Not sure what exact missile variant Ukraine uses but they are *big* fucking missiles. https://t.co/yKbtzQHnFm,Positive
RT @TheLastWord: .@Lawrence speaks to @USAmbUN Linda Thomas-Greenfield about the resolution she introduced to the Security Council condemni…,Negative
@N76247476Man It’s getting out of hand now. I Tweeted last week that high officials from Ukraine are buying propert… https://t.co/Qf18kYC7km,Negative
RT @CarolFo41694091: More looting of the US taxpayers… 37 billion extra going to Ukraine. How are the Democrats going to get it back to the…,Negative
Four Lion Cubs and a Black... #care2 https://t.co/gdROFxlcUM,Positive
"@AGHuff I'll agree with you on Covid, but I'm a bit torn on the Ukraine",Negative
@PhillipsPOBrien What can Taiwan learn from the Ukraine war to improve its defenses ?,Negative
RT @DmytroKuleba: Russian missiles are killing people and ruining infrastructure across Ukraine right now. This is what Russia has to say o…,Negative
"RT @VoicesBelarus: 862 million euros donated the residents of Germany to aid the victims of war in Ukraine. 
This amount exceeds any previo…",Negative
"RT @I_Katchanovski: I also mentioned in my interview admission by Ukrainian military: ""The Ukrainian military told the US and allies that i…",Positive
@Biz_Ukraine_Mag Intellectually and educationally challenged,Negative
"RT @DawsonSField: @HCashny @UKNeil4 @meangeneone1 Nope, they were trying to use a smaller, puppet Ukraine as a replacement for Switzerland…",Negative
"As a blast hits Poland, Russia loses more ground in Ukraine https://t.co/4s6SwGPSVH",Negative
"RT @sumlenny: If (!!!) it was a Ukrainian S300 missile fired at a Russian incoming missile, it is still only Russia to blame. Nothing would…",Negative
@tariqnasheed and the ukraine,Negative
"A Russian missile strike reportedly hits in Poland
#NATO #Poland #UnitedStates #WWIII #Ukraine #
https://t.co/wyJWeCDIqq",Negative
"RT @WarMonitors: ⚡Russia did not offer any peace negotiations with Ukraine, ""they do not communicate with us"" - Volodymyr Zelenskyy

brothe…",Negative
"RT @RonPaulInstitut: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/ttXX4I4iBv https://t.co/H2xINhH0Uy",Negative
@OlehKovch Ukraine has more systems but I took into account the important and commonly used SAM systems.,Negative
"RT @M_Star_Online: Nato concludes missile that hit Polish farm was fired by Ukraine, not Russia

https://t.co/xcLhILYVQA",Negative
@MattWalshBlog Authoritarian Putin FanBoy. The only one Threatening the World with Nuclear War is Russia. Ukraine i… https://t.co/r78k6DKGZI,Negative
RT @tomselliott: Defense Department Records Reveal U.S. Funding of Anthrax Laboratory Activities in Ukraine - https://t.co/dAcEoGiCKD,Negative
Why do I not comment much if at all on Ukraine. https://t.co/z8QEkVxQWx,Negative
"@denvarel @Irksome73 @ianbremmer Prior to NATO, Ukraine got their weapons from…. Russia.",Negative
RT @ConcernedVets: It would be a colossal mistake for Congressional leaders to use this lame-duck session to fast-track yet another massive…,Negative
"#Germany #Fakenews and #NGOs , a report by #AmnestyInternational , accuse #Russia of deporting people from #Ukraine… https://t.co/xDn1GOMnk6",Negative
@Chain_n8 @boijetzkii @RafaelPortoCar8 @emeriticus None of this changes the fact that all of the lives that have be… https://t.co/fMnQxnbNTV,Negative
@IAPonomarenko What's your reaction now when it turned out Ukraine did it,Negative
RT @ChkLil: So if #Ukraine attacked Poland does NATO now need to attack Ukraine? 🤔,Negative
"RT @DawsonSField: @Brave_Recovery @meangeneone1 @HCashny @UKNeil4 In Ukraine? Most are corrupt.
Among oligarchs? They are all corrupt.
In R…",Positive
@kboycott3 @BillyM2k Do we invade Ukraine now because they launched it ?,Negative
RT @DagnyTaggart963: ❗️Chairman of the US Joint Staff Mark Milley: the probability of Ukraine's liberation of Crimea by military means rema…,Positive
"RT @EvaKBartlett: Listening now. So far a very informative explanation by Colonel Douglas Macgregor of current events in Ukraine, particula…",Negative
"@KilledInUkraine The (rather rancid) cream and crop of the Russian officers corps, which would be leading it's army… https://t.co/GDPnlnn9m9",Negative
"RT @StateDept: .@USAmbUN: We are putting forward a resolution that condemns these sham referenda, calls on all states to not recognize any…",Positive
"RT @0rf: NBC: Ukraine ""accidentally"" fired missiles into Poland and blamed it on Russia🤔, almost starting WW3 based on a lie. No big deal!…",Negative
"Not one mention of @BarackObama and Victoria Nuland’s role in overthrowing a legally elected, pro-Russian governmen… https://t.co/51Bda8ioQd",Negative
"RT @ClaytonMorris: And yesterday, these warmongers were calling for WWIII. Now that it's been confirmed to be fired from Ukraine will these…",Negative
"I wonder what the Ukraine has on the US? It must be something juicy, cuz the way we keep giving them money is effy lol",Negative
The Svoboda battalion of the 4th brigade of the National Guard of Ukraine mows down the ranks of the occupiers with… https://t.co/BjqpopHoJ3,Positive
@MillerEP @deadlightsout @scrowder So how many Polish people can be hurt by Ukraine before it stops being Russias f… https://t.co/TBv8mA5U0t,Negative
@DonaldJTrumpJr Is ukraine hurting your invasive friend?,Negative
I think the war in Russia will end very soon. Seems like everyone is seeing that no one wins in modern warfare and… https://t.co/8WaMFrXObM,Negative
@Ed_Randgad @POTUS Yes I'm sure you'd rather that money go to Ukraine or to help you pay back that stupid loan you… https://t.co/HPyJ95bays,Positive
RT @TimothyDSnyder: Tremendous reporting and first-rate ethical and strategic analysis from @NickKristof. https://t.co/Xv0o7ZzVVi,Negative
RT @tweetedtimes: #Kyiv #Ukraine https://t.co/EjY9vmhOWO,Negative
"@tomselliott @ZelenskyyUa @POTUS as well as our @DeptofDefense @MalcolmNance @NATO, Poland &amp; our allies, countries… https://t.co/YzJNq504yS",Negative
"RT @Doctrine_Man: ""This business will get out of control. It will get out of control and we'll be lucky to live through it."" https://t.co/S…",Negative
"The Russian missile on #Poland was one day after Josep Borrel's tweet, was it coincidental? #Putin must have felt b… https://t.co/7i30dRRHwT",Negative
@olha_borovyk @RedHillCattle @MadeInTheUSANJ @DonaldJTrumpJr Creepette!  But thanks. I wonder how you and Ukraine w… https://t.co/XDB2ogCxjS,Negative
RT @danbbaer: “Ireland makes no apology for siding with international law. To not do so would be to side with the aggressor! Ireland suppor…,Negative
RT @KpsZSU: S-300 of the Air Force of the Armed Forces of Ukraine shoots down a russian cruise missile! https://t.co/rOtCnjQLSW,Positive
"@dbenner83 Indeed, by Article 5, NATO must retaliate against Ukraine for the unprovoked attack against a NATO member.",Negative
RT @davidfrum: Think of the extraordinary humanity and discipline Ukraine shows not hitting back in kind against Russian civilian targets.,Negative
"RT @AZgeopolitics: 🇺🇦🇵🇱🇷🇺""Ukraine does not agree with the conclusions of Western countries about the Ukrainian origin of the missile that f…",Negative
"RT @Billbrowder: ""Putin's brain"", Alexander Dugin, calls for Russian leader to be killed for his failures in Ukraine. The Russians can acce…",Positive
@GammonatiUber @blackintheempir NATO that is fighting Russia through ukraine,Negative
"RT @MariaZarivna: Supply of #F-16 fighter jets to 🇺🇦 is essential to #CloseTheSky and prevent more missiles from hitting #Ukraine, #Poland,…",Negative
"@ggreenwald @NoahCarl90 No just sending weapons is NOT enough to call a conflict a ""proxy war"" even without conside… https://t.co/3ND9EZjBRS",Negative
"RT @Maks_NAFO_FELLA: White House Statement :

 — The US trusts the Polish investigation into the explosion, which established that the inci…",Negative
"@Dempz8 My initial thought was Ukraine did it.
The Polish border is almost 950km from Kyiv, the city which was bein… https://t.co/NjfGOfPZ21",Negative
"RT @VentureCoinist: New show w/ @MaajidNawaz is live:

-FTX stole billions from crypto investors to fund Democrats
-Ties to SEC chair Gensl…",Negative
"RT @nrken19: The Quaternary lions of Ukraine and a trend of decreasing size in Panthera spelaea

https://t.co/KD2vXOrMXP https://t.co/zdvGL…",Negative
"@Christopher35 @rising_serpent The us will send roughly three time as much to Ukraine in total this year.
Why not u… https://t.co/GwkenehG8d",Negative
RT @SpoogemanGhost: It is a clear and present war crime and use of the Ukrainian power grid as a weapon of mass destruction. Millions of li…,Negative
@ukraine_map @nexta_tv He only want evidence is not a false narrative. With evidence Ukraine would have official comments.,Negative
"@Sujodamystique Yes, because Ukraine has been defending itself against Russian Nazis since February and for some re… https://t.co/NfmP2CjW2c",Negative
@ChristopherJM We all saw how the West blamed Ukraine for the MH17 disaster initially. Only for it to be later reve… https://t.co/wVoWU4sXnE,Negative
@AFC202203 @visegrad24 no one is stopping you from going to Ukraine as a volunteer and fighting against the Russians 🤷🏻‍♂️,Negative
"RT @Aurel_Grains: Global Grain Geneva : Interview with Markyian Dmytrasevych, deputy Minister of Agrarian Police and Food, Ukraine. Talking…",Negative
"RT @RealCalebMaupin: Watch Rosemary DiCarlo, UN Under-Secretary General do a tap dance before #UNSC 

She's more or less saying ""Russia doe…",Negative
RT @sentdefender: The German Government has stated after discussions within NATO that the Alliance will not “Close the Skies” over Ukraine…,Negative
I wonder if they realize that most people are smart enough to know that most of the news we hear about the Russia/U… https://t.co/aOxig2Zj0j,Negative
@CathyYoung63 Bad analogy.  It matters who fired the missiles regarding whether we go to war for an attack on a NAT… https://t.co/p2jAzjYQfC,Positive
"RT @irishmissionun: The #UNSC meets this afternoon to discuss #Ukraine. Under Secretary-General @DicarloRosemary is our briefer. 🇺🇳🇺🇦

Irel…",Negative
"@72Adwait @joncutt @ShaunsUpLate When I had made that distinction at the time, they were still in the process of ga… https://t.co/yYCkpWxJrP",Negative
It seems that the missile may have come from a defense missile from Ukraine. Not sure how the hell they managed to… https://t.co/00ETxKwizx,Positive
"@bennyjohnson 100 missiles sent from Russia , an accident bound to happen. Hitting  civilian infrastructure in Ukra… https://t.co/5J7xylWnXE",Negative
The Biden Administration just requested another $38 Billion for Ukraine.,Negative
"RT @BlogUkraine: #266dayofwar

⚡The delegations of #Ukraine and #Poland started the first round of negotiations on the implementation of jo…",Negative
@business Ukraine bombing Poland with US supplied missiles?,Negative
RT @SamRamani2: Rossiya-1 propagandist Olga Skabeeva posted this photo of the moment that NATO realized Ukraine attacked NATO https://t.co/…,Negative
"RT @BasedWarszawa: Calling all based friends of Ukraine, #NAFO and #NAFOfellas I'm a humble, based Warsaw friend looking for your support s…",Positive
@curt_unwin @daneshaw8 I argue wi ar lass all the time that this Russia v Ukraine wouldn’t have happened with him i… https://t.co/S0qfe55ZU9,Negative
